uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
SC,COVID,DOMICILIO,"60 - 69",F,5
SC,COVID,DOMICILIO,"60 - 69",M,7
SC,COVID,HOSPITAL,"60 - 69",F,329
SC,COVID,HOSPITAL,"60 - 69",M,481
SC,COVID,OUTRO,"60 - 69",F,1
SC,COVID,OUTRO,"60 - 69",M,3
SC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,9
SC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,10
SC,COVID,VIA_PUBLICA,"60 - 69",F,1
SC,COVID,VIA_PUBLICA,"60 - 69",M,2
SC,INDETERMINADA,DOMICILIO,"60 - 69",F,1
SC,INDETERMINADA,DOMICILIO,"60 - 69",M,5
SC,INDETERMINADA,HOSPITAL,"60 - 69",F,1
SC,INDETERMINADA,HOSPITAL,"60 - 69",M,1
SC,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,11
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,4
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,44
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,55
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SC,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,1
SC,PNEUMONIA,DOMICILIO,"60 - 69",F,2
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,2
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,61
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,93
SC,PNEUMONIA,OUTRO,"60 - 69",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SC,SEPTICEMIA,DOMICILIO,"60 - 69",F,1
SC,SEPTICEMIA,DOMICILIO,"60 - 69",M,2
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,88
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,135
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SC,SRAG,HOSPITAL,"60 - 69",F,5
SC,SRAG,HOSPITAL,"60 - 69",M,6
SC,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,OUTRAS,DOMICILIO,"60 - 69",F,15
SE,OUTRAS,DOMICILIO,"60 - 69",M,34
SE,OUTRAS,HOSPITAL,"60 - 69",F,36
SE,OUTRAS,HOSPITAL,"60 - 69",M,58
SE,OUTRAS,OUTRO,"60 - 69",F,1
SE,OUTRAS,OUTRO,"60 - 69",M,4
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,21
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,16
SE,OUTRAS,VIA_PUBLICA,"60 - 69",M,4
SE,COVID,DOMICILIO,"60 - 69",F,1
SE,COVID,HOSPITAL,"60 - 69",F,34
SE,COVID,HOSPITAL,"60 - 69",M,72
SE,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SE,INDETERMINADA,DOMICILIO,"60 - 69",M,2
SE,INDETERMINADA,HOSPITAL,"60 - 69",M,2
SE,INDETERMINADA,IGNORADO,"60 - 69",F,1
SE,INDETERMINADA,OUTRO,"60 - 69",F,1
SE,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,17
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,10
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,8
SE,PNEUMONIA,HOSPITAL,"60 - 69",M,13
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,17
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,20
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SE,SRAG,HOSPITAL,"60 - 69",F,2
SE,SRAG,HOSPITAL,"60 - 69",M,3
SP,OUTRAS,DOMICILIO,"60 - 69",F,546
SP,OUTRAS,DOMICILIO,"60 - 69",I,1
SP,OUTRAS,DOMICILIO,"60 - 69",M,1039
SP,OUTRAS,HOSPITAL,"60 - 69",F,1562
SP,OUTRAS,HOSPITAL,"60 - 69",I,6
SP,OUTRAS,HOSPITAL,"60 - 69",M,2296
SP,OUTRAS,IGNORADO,"60 - 69",F,8
SP,OUTRAS,IGNORADO,"60 - 69",I,21
SP,OUTRAS,IGNORADO,"60 - 69",M,15
SP,OUTRAS,OUTRO,"60 - 69",F,51
SP,OUTRAS,OUTRO,"60 - 69",M,126
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,145
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,224
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,6
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,10
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,12
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,72
SP,COVID,DOMICILIO,"60 - 69",F,21
SP,COVID,DOMICILIO,"60 - 69",M,50
SP,COVID,HOSPITAL,"60 - 69",F,1972
SP,COVID,HOSPITAL,"60 - 69",M,2671
SP,COVID,IGNORADO,"60 - 69",F,5
SP,COVID,IGNORADO,"60 - 69",M,5
SP,COVID,OUTRO,"60 - 69",F,18
SP,COVID,OUTRO,"60 - 69",M,9
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,48
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,58
SP,COVID,POSTO_SAUDE,"60 - 69",M,1
SP,COVID,VIA_PUBLICA,"60 - 69",F,1
SP,COVID,VIA_PUBLICA,"60 - 69",M,1
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,15
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,27
SP,INDETERMINADA,HOSPITAL,"60 - 69",F,9
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,7
SP,INDETERMINADA,OUTRO,"60 - 69",M,4
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SP,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,34
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,43
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,359
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,426
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,8
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,30
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,42
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"60 - 69",M,2
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,13
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,19
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,582
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,893
SP,PNEUMONIA,IGNORADO,"60 - 69",F,1
SP,PNEUMONIA,IGNORADO,"60 - 69",M,3
SP,PNEUMONIA,OUTRO,"60 - 69",F,6
SP,PNEUMONIA,OUTRO,"60 - 69",M,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,24
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,34
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",F,1
SP,PNEUMONIA,POSTO_SAUDE,"60 - 69",M,1
SP,PNEUMONIA,VIA_PUBLICA,"60 - 69",M,2
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,6
SP,SEPTICEMIA,DOMICILIO,"60 - 69",M,9
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,678
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,764
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,2
SP,SEPTICEMIA,IGNORADO,"60 - 69",M,2
SP,SEPTICEMIA,OUTRO,"60 - 69",F,5
SP,SEPTICEMIA,OUTRO,"60 - 69",M,6
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,27
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,29
SP,SEPTICEMIA,POSTO_SAUDE,"60 - 69",F,1
SP,SRAG,DOMICILIO,"60 - 69",M,3
SP,SRAG,HOSPITAL,"60 - 69",F,31
SP,SRAG,HOSPITAL,"60 - 69",M,55
SP,SRAG,OUTRO,"60 - 69",M,2
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
TO,OUTRAS,DOMICILIO,"60 - 69",F,13
TO,OUTRAS,DOMICILIO,"60 - 69",M,30
TO,OUTRAS,HOSPITAL,"60 - 69",F,20
TO,OUTRAS,HOSPITAL,"60 - 69",M,32
TO,OUTRAS,OUTRO,"60 - 69",M,3
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
TO,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,4
TO,COVID,DOMICILIO,"60 - 69",M,1
TO,COVID,HOSPITAL,"60 - 69",F,30
TO,COVID,HOSPITAL,"60 - 69",M,47
TO,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
TO,COVID,VIA_PUBLICA,"60 - 69",M,1
TO,INDETERMINADA,DOMICILIO,"60 - 69",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,4
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,15
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,9
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,15
AC,OUTRAS,DOMICILIO,"70 - 79",F,7
AC,OUTRAS,DOMICILIO,"70 - 79",M,17
AC,OUTRAS,HOSPITAL,"70 - 79",F,14
AC,OUTRAS,HOSPITAL,"70 - 79",M,12
AC,OUTRAS,IGNORADO,"70 - 79",M,1
AC,OUTRAS,OUTRO,"70 - 79",F,1
AC,OUTRAS,OUTRO,"70 - 79",M,2
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AC,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
AC,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
AC,COVID,DOMICILIO,"70 - 79",F,1
AC,COVID,DOMICILIO,"70 - 79",M,3
AC,COVID,HOSPITAL,"70 - 79",F,41
AC,COVID,HOSPITAL,"70 - 79",M,56
AC,COVID,OUTRO,"70 - 79",M,1
AC,INDETERMINADA,DOMICILIO,"70 - 79",M,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,5
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,4
AC,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,16
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,15
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,9
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,6
AC,SRAG,HOSPITAL,"70 - 79",F,5
AL,OUTRAS,DOMICILIO,"70 - 79",F,53
AL,OUTRAS,DOMICILIO,"70 - 79",M,71
AL,OUTRAS,HOSPITAL,"70 - 79",F,72
AL,OUTRAS,HOSPITAL,"70 - 79",M,73
AL,OUTRAS,IGNORADO,"70 - 79",F,1
AL,OUTRAS,OUTRO,"70 - 79",F,1
AL,OUTRAS,OUTRO,"70 - 79",M,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
AL,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,4
AL,COVID,HOSPITAL,"70 - 79",F,91
AL,COVID,HOSPITAL,"70 - 79",M,86
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
AL,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,9
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,8
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,19
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,18
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,2
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,2
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,28
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,42
AL,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,35
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,39
AL,SRAG,HOSPITAL,"70 - 79",F,2
AL,SRAG,HOSPITAL,"70 - 79",M,8
AM,OUTRAS,DOMICILIO,"70 - 79",F,63
AM,OUTRAS,DOMICILIO,"70 - 79",M,106
AM,OUTRAS,HOSPITAL,"70 - 79",F,71
AM,OUTRAS,HOSPITAL,"70 - 79",M,93
AM,OUTRAS,OUTRO,"70 - 79",F,7
AM,OUTRAS,OUTRO,"70 - 79",M,2
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
AM,COVID,DOMICILIO,"70 - 79",F,17
AM,COVID,DOMICILIO,"70 - 79",M,28
AM,COVID,HOSPITAL,"70 - 79",F,416
AM,COVID,HOSPITAL,"70 - 79",M,487
AM,COVID,OUTRO,"70 - 79",F,11
AM,COVID,OUTRO,"70 - 79",M,12
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
AM,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,6
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,6
AM,INDETERMINADA,HOSPITAL,"70 - 79",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,11
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,21
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,3
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,4
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,8
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,64
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,79
AM,PNEUMONIA,OUTRO,"70 - 79",F,2
AM,PNEUMONIA,OUTRO,"70 - 79",M,2
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AM,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
AM,SEPTICEMIA,DOMICILIO,"70 - 79",F,2
AM,SEPTICEMIA,DOMICILIO,"70 - 79",M,1
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,27
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,25
AM,SEPTICEMIA,OUTRO,"70 - 79",M,1
AM,SRAG,DOMICILIO,"70 - 79",F,1
AM,SRAG,DOMICILIO,"70 - 79",M,5
AM,SRAG,HOSPITAL,"70 - 79",F,73
AM,SRAG,HOSPITAL,"70 - 79",M,60
AM,SRAG,OUTRO,"70 - 79",F,2
AM,SRAG,OUTRO,"70 - 79",M,1
AM,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AP,OUTRAS,DOMICILIO,"70 - 79",F,3
AP,OUTRAS,DOMICILIO,"70 - 79",M,5
AP,OUTRAS,HOSPITAL,"70 - 79",F,9
AP,OUTRAS,HOSPITAL,"70 - 79",M,11
AP,COVID,HOSPITAL,"70 - 79",F,12
AP,COVID,HOSPITAL,"70 - 79",M,18
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,2
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,3
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,3
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,2
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,5
BA,OUTRAS,DOMICILIO,"70 - 79",F,284
BA,OUTRAS,DOMICILIO,"70 - 79",M,390
BA,OUTRAS,HOSPITAL,"70 - 79",F,343
BA,OUTRAS,HOSPITAL,"70 - 79",M,408
BA,OUTRAS,IGNORADO,"70 - 79",F,4
BA,OUTRAS,IGNORADO,"70 - 79",M,3
BA,OUTRAS,OUTRO,"70 - 79",F,15
BA,OUTRAS,OUTRO,"70 - 79",M,28
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,59
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,45
BA,OUTRAS,VIA_PUBLICA,"70 - 79",F,5
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,8
BA,COVID,DOMICILIO,"70 - 79",F,9
BA,COVID,DOMICILIO,"70 - 79",M,12
BA,COVID,HOSPITAL,"70 - 79",F,322
BA,COVID,HOSPITAL,"70 - 79",M,439
BA,COVID,IGNORADO,"70 - 79",M,2
BA,COVID,OUTRO,"70 - 79",F,6
BA,COVID,OUTRO,"70 - 79",M,4
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,21
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,18
BA,COVID,VIA_PUBLICA,"70 - 79",F,1
BA,COVID,VIA_PUBLICA,"70 - 79",M,1
BA,INDETERMINADA,DOMICILIO,"70 - 79",M,1
BA,INDETERMINADA,IGNORADO,"70 - 79",M,1
BA,INDETERMINADA,OUTRO,"70 - 79",M,1
BA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,22
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,22
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,93
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,79
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,12
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
BA,PNEUMONIA,DOMICILIO,"70 - 79",F,3
BA,PNEUMONIA,DOMICILIO,"70 - 79",M,14
BA,PNEUMONIA,HOSPITAL,"70 - 79",F,87
BA,PNEUMONIA,HOSPITAL,"70 - 79",M,136
BA,PNEUMONIA,IGNORADO,"70 - 79",F,1
BA,PNEUMONIA,OUTRO,"70 - 79",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
BA,SEPTICEMIA,DOMICILIO,"70 - 79",F,6
BA,SEPTICEMIA,DOMICILIO,"70 - 79",M,9
BA,SEPTICEMIA,HOSPITAL,"70 - 79",F,133
BA,SEPTICEMIA,HOSPITAL,"70 - 79",M,131
BA,SEPTICEMIA,IGNORADO,"70 - 79",F,1
BA,SEPTICEMIA,OUTRO,"70 - 79",F,2
BA,SEPTICEMIA,OUTRO,"70 - 79",M,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
BA,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
BA,SRAG,HOSPITAL,"70 - 79",F,7
BA,SRAG,HOSPITAL,"70 - 79",M,5
BA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,OUTRAS,AMBULANCIA,"70 - 79",F,1
CE,OUTRAS,AMBULANCIA,"70 - 79",M,3
CE,OUTRAS,DOMICILIO,"70 - 79",F,147
CE,OUTRAS,DOMICILIO,"70 - 79",M,158
CE,OUTRAS,HOSPITAL,"70 - 79",F,128
CE,OUTRAS,HOSPITAL,"70 - 79",M,154
CE,OUTRAS,IGNORADO,"70 - 79",F,80
CE,OUTRAS,IGNORADO,"70 - 79",M,95
CE,OUTRAS,OUTRO,"70 - 79",F,7
CE,OUTRAS,OUTRO,"70 - 79",M,14
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,25
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,25
CE,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
CE,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
CE,OUTRAS,VIA_PUBLICA,"70 - 79",M,7
CE,COVID,AMBULANCIA,"70 - 79",F,2
CE,COVID,DOMICILIO,"70 - 79",F,13
CE,COVID,DOMICILIO,"70 - 79",M,10
CE,COVID,HOSPITAL,"70 - 79",F,191
CE,COVID,HOSPITAL,"70 - 79",M,244
CE,COVID,IGNORADO,"70 - 79",F,38
CE,COVID,IGNORADO,"70 - 79",M,36
CE,COVID,OUTRO,"70 - 79",F,1
CE,COVID,OUTRO,"70 - 79",M,4
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,12
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,23
CE,COVID,VIA_PUBLICA,"70 - 79",M,1
CE,INDETERMINADA,DOMICILIO,"70 - 79",F,1
CE,INDETERMINADA,DOMICILIO,"70 - 79",M,1
CE,INDETERMINADA,HOSPITAL,"70 - 79",M,2
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,17
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,16
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,36
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,28
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,12
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,12
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",F,11
CE,PNEUMONIA,DOMICILIO,"70 - 79",M,11
CE,PNEUMONIA,HOSPITAL,"70 - 79",F,81
CE,PNEUMONIA,HOSPITAL,"70 - 79",M,100
CE,PNEUMONIA,IGNORADO,"70 - 79",F,17
CE,PNEUMONIA,IGNORADO,"70 - 79",M,14
CE,PNEUMONIA,OUTRO,"70 - 79",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
CE,SEPTICEMIA,AMBULANCIA,"70 - 79",F,1
CE,SEPTICEMIA,DOMICILIO,"70 - 79",F,5
CE,SEPTICEMIA,DOMICILIO,"70 - 79",M,11
CE,SEPTICEMIA,HOSPITAL,"70 - 79",F,72
CE,SEPTICEMIA,HOSPITAL,"70 - 79",M,85
CE,SEPTICEMIA,IGNORADO,"70 - 79",F,15
CE,SEPTICEMIA,IGNORADO,"70 - 79",M,16
CE,SEPTICEMIA,OUTRO,"70 - 79",F,1
CE,SEPTICEMIA,OUTRO,"70 - 79",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,8
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,4
CE,SRAG,DOMICILIO,"70 - 79",F,1
CE,SRAG,DOMICILIO,"70 - 79",M,1
CE,SRAG,HOSPITAL,"70 - 79",F,5
CE,SRAG,HOSPITAL,"70 - 79",M,7
CE,SRAG,IGNORADO,"70 - 79",F,1
CE,SRAG,IGNORADO,"70 - 79",M,1
CE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
CE,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
DF,OUTRAS,DOMICILIO,"70 - 79",F,32
DF,OUTRAS,DOMICILIO,"70 - 79",M,25
DF,OUTRAS,HOSPITAL,"70 - 79",F,121
DF,OUTRAS,HOSPITAL,"70 - 79",M,130
DF,OUTRAS,IGNORADO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",F,4
DF,OUTRAS,OUTRO,"70 - 79",M,5
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
DF,COVID,DOMICILIO,"70 - 79",F,4
DF,COVID,HOSPITAL,"70 - 79",F,77
DF,COVID,HOSPITAL,"70 - 79",M,118
DF,COVID,OUTRO,"70 - 79",F,3
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
DF,INDETERMINADA,HOSPITAL,"70 - 79",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,3
